Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Country
1975,Bachelor,Married,"33,183",1,0,7,5,39,17,15,2,4,0,3,SP
1982,Master,Together,"23,661",1,0,18,0,4,0,0,1,1,0,3,SA
1977,Master,Together,"25,315",1,0,1,9,8,11,3,3,3,0,3,SP
1961,Bachelor,Single,"45,938",0,0,273,11,178,62,83,2,8,4,6,US
1988,Bachelor,Single,"66,951",0,0,277,162,305,173,76,1,3,4,7,IND
1979,Bachelor,Together,"77,298",0,1,425,115,292,23,35,1,6,6,11,CA
1979,Bachelor,Together,"77,298",0,1,425,115,292,23,35,1,6,6,11,SP
1974,Master,Together,"43,018",0,1,35,4,17,7,6,1,2,2,2,GER
1969,Bachelor,Married,"75,759",0,0,1394,22,708,89,91,1,9,7,9,SA
1989,PhD,Single,"33,996",0,0,40,2,15,8,0,1,1,1,3,SP
1989,PhD,Single,"33,996",0,0,40,2,15,8,0,1,1,1,3,SA
1970,Bachelor,Divorced,"54,137",0,1,171,0,11,0,1,2,4,1,4,SA
1967,Bachelor,Married,"61,223",0,1,709,43,182,42,118,2,9,3,4,SA
1968,PhD,Divorced,"69,674",0,2,554,41,215,11,0,3,10,2,10,SA
1972,Master,Single,"49,494",1,0,191,9,97,0,6,2,6,1,5,CA
1962,Bachelor,Together,"51,195",1,1,230,14,156,82,24,8,9,2,5,SA
1975,Master,Married,"37,284",1,1,11,1,2,2,1,1,0,0,3,IND
1975,Master,Married,"37,284",1,1,11,1,2,2,1,1,0,0,3,SP
1978,Bachelor,Together,"42,011",1,0,131,0,16,2,1,4,3,1,4,SA
1954,Bachelor,Divorced,"70,044",0,1,1073,0,250,153,14,4,7,10,5,SP
1972,Bachelor,Together,"46,053",1,0,56,10,92,19,7,3,3,2,4,GER
1981,High School,Married,"24,480",1,0,4,19,9,28,25,3,3,0,4,SA
1977,Bachelor,Married,"54,233",0,1,652,8,158,21,0,4,11,6,5,SP
1954,Bachelor,Single,"36,130",0,1,157,43,127,68,56,6,3,8,4,SP
1975,PhD,Together,"56,559",0,1,226,22,133,41,31,3,4,3,8,SP
1992,Master,Single,"92,859",0,0,962,61,921,52,61,1,5,4,12,CA
1980,Bachelor,Together,"44,010",1,0,186,36,234,86,72,6,10,2,6,SA
1963,Bachelor,Married,"80,124",0,0,483,84,398,205,84,1,3,7,8,SA
1963,Bachelor,Married,"80,124",0,0,483,84,398,205,84,1,3,7,8,SP
1980,Bachelor,Married,"50,183",1,1,97,12,84,13,10,7,3,1,6,SA
1971,Bachelor,Married,"64,722",1,0,303,0,280,60,147,4,8,2,11,SP
1976,PhD,Together,"37,395",1,0,18,0,9,0,1,1,1,0,3,SP
1968,Master,Married,"29,543",2,0,17,3,18,3,4,2,3,1,2,SP
1968,Bachelor,Married,"19,514",1,1,14,3,21,2,1,4,3,1,2,SP
1968,Bachelor,Married,"19,514",1,1,14,3,21,2,1,4,3,1,2,SP
1975,Bachelor,Together,"59,481",0,1,178,3,85,71,66,2,3,3,8,SP
1947,Master,Single,"91,712",0,0,1276,24,746,94,29,0,9,7,11,SP
1975,Bachelor,Together,"80,144",0,0,240,132,445,250,192,1,3,7,8,AUS
1972,PhD,Married,"59,973",0,0,130,30,168,20,34,1,3,4,7,SP
1974,PhD,Single,"68,352",0,1,614,16,132,43,33,3,8,5,9,CA
1975,Master,Single,"81,169",0,0,1288,20,613,80,61,1,5,7,9,SP
1975,Bachelor,Married,"61,456",0,1,563,76,384,84,192,4,6,10,13,SP
1966,High School,Together,"22,634",0,0,2,23,11,8,6,1,2,1,2,SP
1966,High School,Together,"22,634",0,0,2,23,11,8,6,1,2,1,2,AUS
1975,Bachelor,Married,"23,957",1,0,2,1,18,20,11,1,2,0,3,CA
1973,Bachelor,Married,"33,471",1,0,43,2,27,0,9,3,3,0,4,SA
1950,PhD,Together,"52,157",0,1,189,2,29,3,2,2,3,2,5,SP
1985,PhD,Single,"30,298",0,0,6,3,12,6,1,1,1,1,3,SP
1950,PhD,Widow,"56,551",1,1,67,4,32,17,2,3,2,1,4,SA
1950,PhD,Widow,"56,551",1,1,67,4,32,17,2,3,2,1,4,SP
1957,Master,Together,"65,487",0,0,240,67,500,199,0,3,3,5,6,CA
1952,Bachelor,Single,"44,213",1,1,95,11,35,0,4,4,2,1,5,SP
1974,PhD,Married,"40,344",0,1,210,0,6,0,0,2,4,1,5,SP
1978,Bachelor,Together,"57,867",1,0,344,35,178,15,23,7,7,2,9,CA
1973,Bachelor,Married,"25,410",1,0,2,2,4,13,13,1,1,0,4,SP
1970,Bachelor,Married,"13,260",1,1,9,4,17,10,2,4,3,0,3,SP
1991,Bachelor,Married,"42,691",0,0,179,2,64,38,17,1,5,1,6,SP
1970,Master,Married,"36,138",1,1,130,0,16,0,0,5,3,1,4,GER
1972,Master,Married,"57,136",1,1,306,5,109,21,109,9,5,2,10,CA
1955,Bachelor,Widow,"58,275",1,1,189,10,253,56,43,6,8,2,7,GER
1957,PhD,Divorced,"54,237",0,1,267,3,30,4,0,4,5,2,5,SA
1974,PhD,Married,"34,596",1,0,14,0,2,0,0,1,1,0,2,SA
1974,PhD,Married,"34,596",1,0,14,0,2,0,0,1,1,0,2,GER
1961,Master,Together,"74,881",1,1,505,72,270,36,27,4,9,2,12,IND
1961,Master,Together,"74,881",1,1,505,72,270,36,27,4,9,2,12,SP
1970,Bachelor,Divorced,"44,267",1,1,183,5,65,3,5,5,5,2,4,SP
1988,Bachelor,Married,"68,487",0,0,758,12,385,33,89,1,9,7,13,CA
1988,Bachelor,Married,"68,487",0,0,758,12,385,33,89,1,9,7,13,AUS
1959,Bachelor,Single,"80,982",1,1,505,137,401,104,22,3,11,5,11,SP
1980,Bachelor,Together,"69,508",1,0,824,32,162,42,32,2,11,4,11,SA
1961,PhD,Together,"63,342",0,1,918,21,118,13,10,3,8,3,5,SA
1961,PhD,Together,"63,342",0,1,918,21,118,13,10,3,8,3,5,SP
1961,Bachelor,Single,"82,014",0,0,980,37,265,35,163,1,3,6,12,SA
1959,Bachelor,Widow,"76,320",0,1,526,35,214,69,53,2,6,3,4,US
1954,Bachelor,Divorced,"64,587",1,1,66,0,16,0,6,2,1,1,4,SP
1975,Bachelor,Married,"74,190",0,1,151,81,86,168,91,2,4,2,11,SP
1979,Master,Married,"32,765",1,0,13,3,17,7,3,2,2,0,4,SP
1964,Master,Single,,1,1,5,1,9,2,0,1,1,0,2,AUS
1975,Master,Married,"22,212",1,0,5,9,20,6,8,2,2,0,4,SA
1989,Bachelor,Single,"18,358",1,0,6,8,19,16,4,3,3,0,4,SP
1974,Bachelor,Married,"26,067",1,0,22,2,18,0,2,3,3,0,3,CA
1969,High School,Together,"22,390",0,0,0,1,4,15,1,1,1,0,2,AUS
1978,Bachelor,Together,"70,440",0,0,690,117,499,76,102,1,5,10,7,SP
1978,Bachelor,Single,"60,199",1,2,8,1,7,2,0,1,0,0,3,CA
1981,Bachelor,Together,"38,547",1,0,6,1,10,0,1,1,1,0,2,CA
1980,Bachelor,Married,"19,107",1,0,2,4,9,10,5,2,1,0,3,CA
1985,PhD,Single,"37,929",0,0,202,2,46,3,2,2,4,2,5,SP
1950,Bachelor,Single,"16,813",0,0,4,8,11,12,2,1,2,0,3,CA
1957,Bachelor,Married,"62,187",0,0,792,0,275,45,45,1,4,8,5,SP
1966,Bachelor,Together,"57,811",0,1,545,7,114,37,21,5,7,2,11,SP
1956,Master,Together,"50,943",0,1,31,0,7,2,0,1,1,0,3,SP
1956,Master,Together,"50,943",0,1,31,0,7,2,0,1,1,0,3,SP
1975,Bachelor,Single,"53,201",1,1,280,7,81,20,0,8,6,3,5,SP
1963,Bachelor,Together,"54,414",1,1,109,18,16,24,26,4,3,1,5,SA
1972,Bachelor,Together,"26,290",1,1,15,8,16,11,5,4,2,0,4,CA
1959,Bachelor,Divorced,"61,250",0,1,382,138,65,60,26,6,5,2,12,SP
1947,High School,Together,"28,389",0,0,1,5,3,7,4,1,1,0,2,SP
1965,Master,Single,"55,250",0,1,664,58,83,32,0,4,7,5,10,AUS
1966,Bachelor,Together,"37,758",1,1,27,2,10,0,0,2,1,0,3,IND
1966,Bachelor,Together,"37,758",1,1,27,2,10,0,0,2,1,0,3,SP
1957,PhD,Married,"37,633",1,1,13,4,20,0,0,2,1,0,3,SP
1963,PhD,Together,"33,629",1,1,132,0,16,0,0,5,3,1,4,SP
1967,PhD,Married,"36,947",1,1,88,3,21,4,1,4,3,0,4,AUS
1952,Bachelor,Divorced,"69,142",0,1,448,4,34,6,4,3,8,1,7,IND
1959,Bachelor,Married,"53,154",0,1,129,0,21,0,1,1,3,1,4,US
1960,PhD,Married,"65,695",0,1,371,32,189,0,58,2,5,4,10,SP
1952,PhD,Together,"69,805",0,1,750,71,174,13,10,2,6,8,11,GER
1978,Master,Single,"36,975",1,0,10,6,11,0,4,1,1,0,3,SP
1973,Bachelor,Married,"26,228",1,0,2,6,4,3,1,1,1,0,2,SP
1972,Master,Married,"37,787",1,0,40,1,40,4,3,1,3,0,3,IND
1974,PhD,Married,"37,087",1,0,194,55,134,15,0,3,4,2,8,SA
1952,Master,Together,"57,247",0,1,99,4,32,37,54,2,2,1,7,SP
1954,PhD,Married,"36,930",0,1,223,2,31,0,2,5,5,2,4,SP
1963,Master,Divorced,"48,721",1,1,81,18,113,47,13,6,4,2,5,SA
1969,Master,Married,"43,641",1,1,57,2,51,4,2,3,2,1,4,SP
1951,Bachelor,Married,"75,903",0,1,340,108,185,130,38,2,6,6,9,SP
1956,Bachelor,Married,"71,391",0,1,336,123,274,46,123,5,6,5,12,CA
1976,PhD,Married,"16,927",1,1,20,2,23,3,1,5,3,0,4,SA
1961,Bachelor,Divorced,"27,215",2,1,30,5,22,8,9,4,2,1,4,SA
1976,Bachelor,Married,"53,858",0,1,407,53,221,58,150,4,4,3,6,SP
1963,Bachelor,Single,"30,983",0,0,51,4,50,12,1,1,4,0,3,IND
1952,Bachelor,Together,"43,462",1,1,90,17,97,15,6,6,4,1,5,SP
1956,Bachelor,Married,"63,943",0,1,423,184,368,13,97,1,6,4,6,IND
1986,Bachelor,Single,"26,816",0,0,5,1,6,3,4,1,0,0,3,IND
1976,Master,Together,"75,484",0,1,378,97,259,197,194,2,7,3,6,CA
1966,Master,Together,"33,564",0,1,61,0,3,0,0,1,1,1,3,SP
1953,Master,Married,"54,348",1,1,70,0,16,0,0,2,2,0,4,CA
1959,Bachelor,Married,"54,984",0,1,173,13,131,32,3,4,6,1,6,SP
1984,Bachelor,Single,"34,738",1,0,3,2,10,3,0,1,1,0,3,SP
1963,Bachelor,Divorced,"68,118",0,1,595,23,123,10,23,2,8,9,4,US
1963,Bachelor,Divorced,"68,118",0,1,595,23,123,10,23,2,8,9,4,SP
1973,Bachelor,Together,"22,682",1,0,10,14,29,4,2,3,2,1,4,AUS
1975,Bachelor,Married,"51,948",0,1,82,33,54,71,30,2,5,2,4,SP
1969,Bachelor,Married,"25,293",1,0,15,0,11,0,2,1,1,1,2,SP
1969,Bachelor,Married,"25,293",1,0,15,0,11,0,2,1,1,1,2,AUS
1964,PhD,Married,"41,551",1,1,220,0,33,3,0,5,5,1,5,CA
1962,PhD,Together,"56,067",0,1,517,12,54,16,6,2,7,4,7,SA
1952,Bachelor,Married,"67,433",0,2,615,28,259,12,48,4,6,5,13,SP
1983,Bachelor,Together,"22,010",1,0,11,2,9,3,0,2,2,0,3,SP
1952,Master,Single,"64,831",1,1,480,86,249,75,86,8,6,3,5,SA
1954,Bachelor,Married,"62,820",0,0,398,61,265,138,61,1,3,4,6,SA
1954,Bachelor,Married,"62,820",0,0,398,61,265,138,61,1,3,4,6,SP
1959,Master,Divorced,"78,353",0,1,752,122,476,39,153,1,10,2,11,CA
1966,Master,Married,"57,183",1,1,464,5,64,7,0,8,9,1,7,SP
1965,Bachelor,Single,"23,478",0,0,28,6,27,12,17,1,3,0,3,US
1978,Bachelor,Single,"30,168",1,0,154,20,66,0,12,7,6,1,4,SP
1989,Bachelor,Married,"37,155",1,0,23,0,26,7,15,1,2,0,4,SP
1985,High School,Single,"16,581",0,0,1,3,4,2,3,1,0,0,3,SP
1980,Bachelor,Married,"41,850",1,1,53,5,19,2,13,3,3,0,3,US
1967,Master,Divorced,"81,380",0,0,741,68,689,224,68,1,4,2,10,CA
1981,Bachelor,Together,"56,386",1,1,230,48,214,13,32,8,9,1,7,SA
1971,Bachelor,Divorced,"25,818",1,0,5,2,8,2,2,1,0,1,2,GER
1984,Bachelor,Together,"15,345",1,0,5,2,16,3,2,2,1,1,2,SP
1977,Master,Together,"57,954",1,1,456,4,24,0,0,7,8,2,6,SP
1952,Bachelor,Married,"50,300",0,1,143,15,60,24,23,2,2,1,8,SP
1955,PhD,Married,"38,725",1,1,31,0,6,2,1,2,1,0,4,SP
1989,Master,Together,"10,404",1,0,2,2,11,10,6,2,1,0,4,SP
1991,High School,Single,"26,868",1,0,0,0,1,8,3,1,1,0,2,SA
1949,Bachelor,Widow,"72,298",0,0,625,35,169,58,17,1,4,3,6,SP
1958,Bachelor,Married,"72,905",0,0,407,114,445,181,165,1,3,7,9,SP
1976,Bachelor,Single,"47,025",0,1,254,7,108,20,0,3,6,3,5,US
1985,Bachelor,Single,"29,938",1,0,3,3,7,0,2,2,1,0,3,SA
1948,PhD,Together,"46,681",0,2,269,15,69,15,19,2,4,6,4,SP
1948,PhD,Together,"46,681",0,2,269,15,69,15,19,2,4,6,4,SA
1970,Master,Single,"29,548",1,0,7,1,6,3,1,1,1,1,2,SP
1956,Master,Married,"62,058",0,1,301,7,74,10,0,4,6,1,7,GER
1969,Master,Together,,1,1,375,42,48,94,66,7,4,10,4,AUS
1963,PhD,Single,"36,736",1,1,10,0,3,0,0,1,1,0,2,SP
1952,Master,Single,"8,820",1,1,12,0,13,4,2,4,3,0,3,CA
1963,High School,Together,"14,918",0,1,3,3,3,15,4,1,1,0,3,IND
1974,Bachelor,Together,"56,715",0,0,258,105,239,237,172,1,7,3,4,SP
1978,High School,Together,"24,882",1,0,1,4,10,29,0,1,1,1,2,IND
1978,High School,Together,"24,882",1,0,1,4,10,29,0,1,1,1,2,SP
1952,Master,Together,"40,442",1,1,45,12,52,25,22,4,3,1,4,SA
1965,Master,Divorced,"64,176",0,1,1215,33,249,64,116,8,8,9,8,SP
1983,PhD,Married,"23,536",1,0,6,0,3,0,0,1,0,0,3,SP
1958,Bachelor,Divorced,"35,246",1,1,36,0,12,2,2,4,3,1,3,SA
1978,Bachelor,Married,"28,442",2,0,19,3,10,11,8,3,2,1,4,SP
1956,Bachelor,Married,"48,195",1,1,106,27,68,52,7,6,4,2,5,SP
1982,Master,Single,"74,116",0,0,871,111,704,145,55,1,4,4,10,SA
1947,Master,Together,"78,093",0,0,368,32,639,13,43,1,4,7,5,SA
1952,Master,Divorced,"59,354",1,1,233,2,53,3,5,3,6,1,5,US
1976,Master,Together,"36,301",1,0,11,12,35,3,5,1,3,0,3,SA
1943,Master,Single,"77,598",0,0,1193,33,281,129,66,1,7,5,13,SP
1972,Bachelor,Married,"62,710",0,1,441,35,83,7,29,4,4,2,12,SP
1965,Bachelor,Together,"36,317",0,1,87,3,25,3,2,2,3,0,4,SP
1971,PhD,Single,"42,767",2,0,20,6,43,19,5,1,3,1,2,SA
1982,Master,Married,"43,815",1,0,14,10,29,4,7,1,2,0,3,SP
1971,Bachelor,Divorced,"44,421",1,1,110,5,59,7,1,5,5,0,4,SP
1943,PhD,Divorced,"48,948",0,0,437,8,206,160,49,2,7,10,5,AUS
1943,PhD,Divorced,"48,948",0,0,437,8,206,160,49,2,7,10,5,SA
1950,Master,Divorced,"63,120",0,1,965,69,279,54,41,5,8,4,9,SP
1950,PhD,Married,"55,517",1,1,483,0,108,0,6,5,11,1,6,SA
1957,Bachelor,Single,"36,864",0,1,204,5,39,17,0,3,5,2,4,AUS
1978,Master,Together,,0,0,32,2,1607,12,4,0,0,0,1,IND
1977,Bachelor,Divorced,"82,582",0,0,510,120,550,156,40,1,4,9,7,AUS
1958,Bachelor,Divorced,"79,803",0,1,574,8,216,21,16,1,4,3,5,SP
1967,PhD,Single,"52,569",0,1,85,0,3,0,0,1,2,0,4,SA
1948,PhD,Widow,"82,032",0,0,332,194,377,149,125,0,4,6,7,IND
1948,PhD,Widow,"82,032",0,0,332,194,377,149,125,0,4,6,7,IND
1972,Bachelor,Married,"65,685",0,1,642,14,49,0,7,1,9,2,9,CA
1972,Bachelor,Married,"65,685",0,1,642,14,49,0,7,1,9,2,9,AUS
1957,PhD,Together,"40,451",0,2,35,0,4,0,0,1,1,1,2,SP
1973,Master,Divorced,"31,163",1,0,2,3,10,11,2,1,1,0,3,GER
1973,Master,Divorced,"31,163",1,0,2,3,10,11,2,1,1,0,3,CA
1952,Bachelor,Married,"35,704",1,1,30,9,12,2,11,3,2,0,4,SA
1973,Bachelor,Single,"7,500",1,0,5,3,10,12,7,4,3,1,3,SA
1983,Bachelor,Together,"36,075",1,0,46,0,30,12,1,1,2,0,4,SP
1982,PhD,Together,"70,038",0,0,587,54,348,71,54,1,4,4,8,GER
1982,PhD,Together,"70,038",0,0,587,54,348,71,54,1,4,4,8,AUS
1971,Bachelor,Together,"71,796",0,0,354,21,311,167,75,1,9,3,4,SA
1967,Master,Together,"47,821",1,1,9,0,16,6,6,1,1,0,3,SP
1975,PhD,Married,"45,503",1,0,97,4,44,6,1,1,3,1,4,SP
1978,Bachelor,Single,"28,647",1,0,19,8,29,0,12,1,2,2,2,SP
1972,Master,Divorced,"37,760",1,0,26,3,13,2,10,1,2,0,3,SP
1952,PhD,Together,"85,431",0,0,376,53,462,168,53,1,2,7,7,SP
1955,Master,Married,"72,635",0,0,390,22,323,104,35,1,6,8,6,SP
1955,Master,Married,"72,635",0,0,390,22,323,104,35,1,6,8,6,SP
1948,Bachelor,Married,"77,142",0,0,476,75,162,29,151,1,4,4,8,SP
1978,Bachelor,Together,"53,172",0,1,121,62,90,68,20,3,2,3,8,IND
1968,Bachelor,Single,"36,065",1,1,18,7,34,10,2,3,3,0,3,SP
1973,Bachelor,Together,"73,926",0,0,627,91,597,159,91,1,6,5,12,CA
1977,Bachelor,Single,"35,790",1,0,12,6,20,30,1,2,2,0,3,AUS
1962,Bachelor,Divorced,"39,552",1,1,165,3,147,4,24,7,6,2,5,SP
1964,Master,Together,"68,316",0,1,806,80,161,120,11,5,10,7,10,SP
1977,PhD,Together,"102,160",0,0,763,29,138,76,176,0,7,9,10,SA
1965,Master,Widow,"51,390",1,1,205,20,47,23,2,6,5,2,5,SA
1981,Bachelor,Single,"72,066",0,0,1003,34,536,134,51,1,4,6,6,SA
1976,Bachelor,Together,"21,675",1,0,4,0,16,17,4,3,4,0,3,IND
1965,Bachelor,Married,"48,006",1,1,23,0,11,3,2,1,1,0,3,SP
1975,Bachelor,Married,"65,106",0,1,790,19,133,12,0,3,8,3,13,SP
1960,Bachelor,Divorced,"58,401",0,1,10,0,11,17,29,1,1,2,2,SP
1960,Bachelor,Married,"29,315",1,1,13,2,14,8,7,4,2,0,4,SA
1951,Master,Single,"49,389",1,1,40,0,19,2,1,1,2,0,3,AUS
1965,PhD,Together,"51,717",0,1,98,1,17,0,1,1,3,0,4,SA
1960,Master,Widow,"46,779",1,1,12,1,3,0,0,1,0,1,2,SA
1960,Master,Married,"28,520",1,1,11,0,10,0,2,1,1,1,2,SP
1963,Bachelor,Single,"34,377",0,1,62,0,22,3,1,2,2,2,2,SP
1961,PhD,Divorced,"54,959",0,1,1148,0,60,0,0,3,9,5,4,SP
1955,Master,Together,"82,384",0,0,984,51,432,180,120,1,3,10,13,AUS
1956,Bachelor,Single,"46,998",0,1,172,41,86,45,6,5,5,3,5,SP
1968,Bachelor,Together,"58,554",1,1,368,24,68,38,0,6,8,2,6,US
1968,Bachelor,Together,"58,554",1,1,368,24,68,38,0,6,8,2,6,IND
1954,PhD,Divorced,"57,333",0,1,941,14,397,76,58,11,8,5,9,SP
1994,Bachelor,Together,"80,685",0,0,241,45,604,34,26,1,6,4,10,SP
1965,Bachelor,Together,"52,117",0,1,112,10,107,30,0,2,5,2,4,SP
1972,PhD,Together,"62,220",0,1,799,12,375,16,12,5,7,6,5,GER
1946,PhD,Together,"64,014",2,1,406,0,30,0,0,7,8,2,5,CA
1946,PhD,Together,"64,014",2,1,406,0,30,0,0,7,8,2,5,SA
1955,Master,Divorced,"46,390",0,1,95,14,64,2,9,1,4,2,3,US
1979,Bachelor,Together,"75,507",0,0,709,93,374,104,80,1,8,6,6,GER
1979,Bachelor,Together,"75,507",0,0,709,93,374,104,80,1,8,6,6,AUS
1951,Master,Married,"59,412",0,0,90,67,165,30,43,1,4,2,8,SP
1968,PhD,Divorced,"50,616",0,1,128,0,16,0,1,2,4,0,4,SP
1969,Master,Together,"35,924",1,1,8,0,14,2,3,1,1,0,3,SA
1982,Master,Married,"57,937",0,1,261,42,144,55,48,3,4,4,9,SA
1984,PhD,Married,"73,356",0,0,1050,14,322,0,14,1,5,11,5,SP
1974,Master,Together,"21,255",1,0,29,0,25,2,2,4,2,1,4,SP
1974,Master,Married,"58,494",0,1,298,7,68,4,0,2,6,2,6,SA
1969,Bachelor,Married,"72,460",0,0,377,10,540,80,30,1,3,5,7,SA
1991,PhD,Together,"68,682",0,0,919,0,505,99,30,1,4,9,10,SP
1991,PhD,Together,"68,682",0,0,919,0,505,99,30,1,4,9,10,SP
1981,Master,Married,"36,959",1,0,25,6,25,6,0,2,2,0,3,SP
1971,PhD,Married,"46,463",1,1,163,2,40,8,11,7,3,1,6,SP
1979,Bachelor,Single,"61,825",0,1,162,50,100,55,30,1,4,2,8,SP
1979,Bachelor,Single,"61,825",0,1,162,50,100,55,30,1,4,2,8,SP
1989,Bachelor,Married,"28,691",1,0,5,4,13,8,0,1,1,0,3,SP
1989,Bachelor,Married,"28,691",1,0,5,4,13,8,0,1,1,0,3,SP
1976,Bachelor,Together,"54,058",0,1,198,18,252,32,108,2,4,6,8,SP
1975,Bachelor,Single,"84,196",0,1,215,63,507,231,31,1,8,4,7,SP
1963,Master,Together,"38,620",0,0,112,17,44,34,22,1,2,5,3,AUS
1963,Master,Together,"38,620",0,0,112,17,44,34,22,1,2,5,3,GER
1973,Bachelor,Single,"3,502",1,0,2,1,1,0,0,0,0,0,0,IND
1957,Bachelor,Married,"47,743",0,1,198,2,43,0,12,3,4,1,6,SP
1949,PhD,Married,"80,360",0,0,1493,86,454,112,43,2,4,4,5,SP
1971,Bachelor,Married,"66,303",0,1,1090,12,96,16,12,4,3,4,11,SP
1969,Bachelor,Married,"52,413",0,2,295,106,271,75,98,4,6,4,12,CA
1956,Bachelor,Single,"60,714",0,0,216,162,224,101,92,2,7,4,10,SA
1984,Master,Single,"31,385",1,0,3,2,12,0,1,1,1,0,2,SP
1995,Master,Single,"83,257",0,0,536,27,590,38,107,1,5,10,12,SP
1975,PhD,Married,"80,427",0,1,1149,71,449,69,71,1,11,8,8,IND
1949,Bachelor,Together,"38,823",0,1,70,0,11,2,8,1,2,1,3,SP
1977,Bachelor,Married,"42,014",1,0,244,15,108,4,15,6,7,1,6,CA
1977,Bachelor,Married,"42,014",1,0,244,15,108,4,15,6,7,1,6,SA
1948,PhD,Together,"76,140",0,0,586,66,653,17,0,1,5,9,6,SP
1964,Master,Divorced,"41,713",1,1,77,8,44,10,10,5,3,1,4,CA
1954,PhD,Married,"62,670",0,1,539,30,92,80,46,1,5,3,13,SA
1972,Master,Married,"70,932",0,1,200,193,100,46,185,2,6,2,12,SP
1951,PhD,Married,"78,939",0,0,794,115,243,150,0,1,8,5,6,GER
1960,Bachelor,Together,"44,512",1,1,23,1,6,0,0,2,1,0,3,SA
1968,Bachelor,Married,"63,967",0,1,387,84,141,73,35,3,4,4,12,SP
1948,Bachelor,Single,"90,842",0,0,774,70,118,182,187,1,4,9,13,SP
1947,PhD,Widow,"25,358",0,1,19,0,5,0,0,2,1,0,3,SA
1982,Bachelor,Single,,1,0,11,3,22,2,2,2,2,0,3,AUS
1982,Bachelor,Single,"28,567",1,0,11,3,22,2,2,2,2,0,3,SP
1978,Bachelor,Married,"66,373",1,1,328,9,124,12,24,7,4,2,10,AUS
1978,Bachelor,Married,"66,373",1,1,328,9,124,12,24,7,4,2,10,AUS
1952,Bachelor,Together,"83,844",0,0,901,31,345,75,31,1,4,4,11,GER
1952,Bachelor,Together,"83,844",0,0,901,31,345,75,31,1,4,4,11,SP
1952,Bachelor,Together,"83,844",0,0,901,31,345,75,31,1,4,4,11,CA
1968,PhD,Divorced,"83,664",1,1,866,21,151,28,21,3,2,2,12,SP
1951,Master,Married,"27,450",0,0,37,12,23,8,11,1,2,1,3,SP
1978,PhD,Single,"54,880",1,0,308,85,137,102,45,2,6,2,11,SP
1965,PhD,Married,"71,322",0,1,753,43,226,69,10,2,8,5,13,SP
1976,PhD,Single,"60,000",0,1,1048,0,217,0,0,5,11,3,5,SP
1969,Master,Together,"65,176",0,1,960,28,183,220,70,4,9,6,6,SA
1952,PhD,Together,"61,010",0,1,888,0,57,0,0,2,8,5,11,CA
1981,Bachelor,Together,"31,089",1,0,31,3,31,2,8,3,3,0,4,SP
1988,Bachelor,Single,"20,518",1,0,4,1,6,4,1,1,1,1,2,SP
1948,PhD,Married,"34,469",1,1,19,6,20,0,5,3,1,1,4,SA
1952,Bachelor,Married,"28,332",0,0,14,10,13,4,15,1,2,1,4,GER
1965,Bachelor,Together,"33,456",1,1,7,3,10,8,1,2,1,0,3,IND
1968,PhD,Married,"38,443",1,1,32,0,5,0,0,2,1,0,3,SP
1973,Bachelor,Single,"65,333",0,1,654,7,92,0,15,7,9,4,8,CA
1952,Bachelor,Divorced,"82,623",0,0,204,34,204,172,153,1,2,9,4,SP
1971,Bachelor,Married,"73,691",0,1,707,21,250,85,43,2,6,2,8,SP
1947,Bachelor,Together,"74,485",0,0,499,149,815,173,49,1,6,7,12,SP
1955,Bachelor,Together,"65,748",0,1,172,73,93,95,78,2,2,4,10,SP
1982,High School,Single,"24,367",1,0,2,4,2,0,11,1,1,0,2,SP
1971,Bachelor,Single,"91,700",0,0,576,172,961,125,115,1,8,6,5,SP
1957,PhD,Married,"82,017",0,0,184,23,446,30,23,1,5,4,7,CA
1957,Bachelor,Single,"58,138",0,0,635,88,546,172,88,3,8,10,4,US
1953,Master,Married,"59,354",0,2,295,21,78,39,13,1,4,4,7,CA
1955,PhD,Married,"58,482",0,1,576,7,115,19,7,2,7,4,9,CA
1976,Bachelor,Together,"29,478",1,0,8,0,7,3,1,1,1,0,3,SP
1972,Bachelor,Together,"64,474",0,1,381,35,172,56,86,2,8,2,10,SP
1975,Master,Single,"31,160",1,0,16,3,25,6,1,2,2,0,3,SA
1972,Bachelor,Married,"40,321",1,1,44,4,21,6,0,2,3,0,3,SP
1972,Bachelor,Married,"40,321",1,1,44,4,21,6,0,2,3,0,3,SP
1971,Bachelor,Single,"55,239",0,1,371,17,238,23,24,3,7,5,11,SA
1943,PhD,Widow,"57,513",0,0,735,40,183,52,20,2,9,3,13,SP
1979,Bachelor,Together,"85,693",0,1,386,172,183,185,132,2,9,5,11,CA
1977,Bachelor,Married,"71,855",0,1,548,31,422,0,112,4,5,5,11,SA
1976,High School,Married,"7,500",0,0,6,16,11,11,1,1,2,0,3,US
1971,PhD,Married,"71,969",0,1,1000,0,76,0,0,3,3,4,9,IND
1977,PhD,Married,"28,973",0,0,206,0,46,3,2,2,5,1,5,SP
1951,Bachelor,Single,"80,872",0,0,483,72,567,94,12,1,4,4,10,SP
1956,PhD,Married,"84,117",0,0,611,76,749,59,45,1,7,10,6,CA
